시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록,latest_posts
KOSDAQ,024060,흥구석유,12960,0.00%,11730,0.00%,+4.77%,123,매집봉에[2] / 오늘같은날 상갈꺼같다[1] / 이런거하지말라했을때 14근처였는데 ㅋ / 매번 윗꼬리 다는 종목이다 지금 매수하면 골로...[1],Positive (87%),"오늘, 이란, 베네수엘라",False,"[{'title': '이런거하지말라했을때 14근처였는데 ㅋ', 'date': '2026.01.06 10:27', 'views': '39', 'likes': '4', 'dislikes': '1', 'link': '/item/board_read.naver?code=024060&nid=409713807&page=3', 'body': '', 'score': 159}, {'title': '외인은 버티는데', 'date': '2026.01.06 11:41', 'views': '16', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=024060&nid=409723709&page=1', 'body': '', 'score': 106}, {'title': '오늘 종가는 12500원이다[1]', 'date': '2026.01.06 10:56', 'views': '37', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=024060&nid=409717859&page=2', 'body': '', 'score': 127}, {'title': '매집봉에[2]', 'date': '2026.01.06 10:28', 'views': '93', 'likes': '3', 'dislikes': '1', 'link': '/item/board_read.naver?code=024060&nid=409713847&page=3', 'body': '', 'score': 183}, {'title': '매번 윗꼬리 다는 종목이다 지금 매수하면 골로...[1]', 'date': '2026.01.06 10:24', 'views': '42', 'likes': '3', 'dislikes': '1', 'link': '/item/board_read.naver?code=024060&nid=409713338&page=3', 'body': '', 'score': 132}, {'title': '내가 사고도 이유를 모르겟다', 'date': '2026.01.06 10:15', 'views': '31', 'likes': '3', 'dislikes': '1', 'link': '/item/board_read.naver?code=024060&nid=409712062&page=3', 'body': '', 'score': 121}, {'title': '오늘같은날 상갈꺼같다[1]', 'date': '2026.01.06 10:07', 'views': '79', 'likes': '3', 'dislikes': '2', 'link': '/item/board_read.naver?code=024060&nid=409710786&page=3', 'body': '', 'score': 169}, {'title': '이야 흥구석유는', 'date': '2026.01.06 11:34', 'views': '23', 'likes': '2', 'dislikes': '0', 'link': '/item/board_read.naver?code=024060&nid=409722805&page=1', 'body': '', 'score': 83}, {'title': '채결강도 하락', 'date': '2026.01.06 10:20', 'views': '24', 'likes': '2', 'dislikes': '0', 'link': '/item/board_read.naver?code=024060&nid=409712657&page=3', 'body': '', 'score': 84}, {'title': '흥구는 운전을 x같이 해서', 'date': '2026.01.06 10:15', 'views': '29', 'likes': '2', 'dislikes': '1', 'link': '/item/board_read.naver?code=024060&nid=409712024&page=3', 'body': '', 'score': 89}]"
KOSDAQ,027360,아주IB투자,3545,1.49%,3340,1.62%,+1.87%,60,세계 시총 1위 예상 스페이스x[2] / 미래에셋증권으로 갈아타니까[1] / 한국항공.미래는 10%대넹 / 뉴스 하나 내려는갑다ㅎㅎ[1],Positive (66%),"아주, 미래에셋증권으로, 미래는",False,"[{'title': '한국항공.미래는 10%대넹', 'date': '2026.01.06 10:34', 'views': '23', 'likes': '4', 'dislikes': '1', 'link': '/item/board_read.naver?code=027360&nid=409714712&page=2', 'body': '', 'score': 143}, {'title': '미래에셋증권으로 갈아타니까[1]', 'date': '2026.01.06 10:06', 'views': '44', 'likes': '4', 'dislikes': '2', 'link': '/item/board_read.naver?code=027360&nid=409710700&page=2', 'body': '', 'score': 164}, {'title': '내 아침에  또 추매한 주주로서  즉말  하루...', 'date': '2026.01.06 10:46', 'views': '24', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=027360&nid=409716479&page=2', 'body': '', 'score': 114}, {'title': '미래에셋증권으로 오세요[1]', 'date': '2026.01.06 10:20', 'views': '42', 'likes': '3', 'dislikes': '1', 'link': '/item/board_read.naver?code=027360&nid=409712719&page=2', 'body': '', 'score': 132}, {'title': '아주 단타로 아주 직여줘유~~', 'date': '2026.01.06 10:09', 'views': '20', 'likes': '3', 'dislikes': '1', 'link': '/item/board_read.naver?code=027360&nid=409711162&page=2', 'body': '', 'score': 110}, {'title': '드디어 좀 가나요', 'date': '2026.01.06 09:51', 'views': '33', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=027360&nid=409708129&page=2', 'body': '', 'score': 123}, {'title': '뉴스 하나 내려는갑다ㅎㅎ[1]', 'date': '2026.01.06 09:46', 'views': '44', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=027360&nid=409707341&page=2', 'body': '', 'score': 134}, {'title': '세계 시총 1위 예상 스페이스x[2]', 'date': '2026.01.06 08:35', 'views': '97', 'likes': '3', 'dislikes': '1', 'link': '/item/board_read.naver?code=027360&nid=409697382&page=3', 'body': '', 'score': 187}, {'title': '키음 게 싸 께들 30만주 다버렸넹[1]', 'date': '2026.01.06 11:39', 'views': '42', 'likes': '2', 'dislikes': '0', 'link': '/item/board_read.naver?code=027360&nid=409723518&page=1', 'body': '', 'score': 102}, {'title': '미래는 오늘20%넘겠어.아주는상가는게', 'date': '2026.01.06 10:59', 'views': '27', 'likes': '2', 'dislikes': '0', 'link': '/item/board_read.naver?code=027360&nid=409718323&page=1', 'body': '', 'score': 87}]"
KOSPI,001440,대한전선,26100,9.63%,23800,9.34%,+1.56%,104,"바닥 다지는거 보니[1] / 19년 하면서 깨달았는데[2] / 4만원까지 / 개한전선 10만원 기원 7일차,[3]",Positive (85%),"오늘, 잡범들, 대한전선",False,"[{'title': '바닥 다지는거 보니[1]', 'date': '2026.01.06 10:02', 'views': '223', 'likes': '13', 'dislikes': '5', 'link': '/item/board_read.naver?code=001440&nid=409709976&page=2', 'body': '', 'score': 613}, {'title': '19년 하면서 깨달았는데[2]', 'date': '2026.01.06 10:47', 'views': '186', 'likes': '8', 'dislikes': '1', 'link': '/item/board_read.naver?code=001440&nid=409716613&page=1', 'body': '', 'score': 426}, {'title': '4만원까지', 'date': '2026.01.06 08:16', 'views': '76', 'likes': '7', 'dislikes': '2', 'link': '/item/board_read.naver?code=001440&nid=409695978&page=5', 'body': '', 'score': 286}, {'title': '대한전선 5만원 기원 222일차', 'date': '2026.01.06 08:14', 'views': '27', 'likes': '6', 'dislikes': '1', 'link': '/item/board_read.naver?code=001440&nid=409695848&page=5', 'body': '', 'score': 207}, {'title': '감사합니다', 'date': '2026.01.06 11:04', 'views': '30', 'likes': '5', 'dislikes': '2', 'link': '/item/board_read.naver?code=001440&nid=409719003&page=1', 'body': '', 'score': 180}, {'title': '개한전선 10만원 기원 7일차,[3]', 'date': '2026.01.06 10:07', 'views': '115', 'likes': '5', 'dislikes': '3', 'link': '/item/board_read.naver?code=001440&nid=409710878&page=2', 'body': '', 'score': 265}, {'title': '텔레 어쩌고 하는 광고쟁이들 잡아라', 'date': '2026.01.06 09:33', 'views': '22', 'likes': '5', 'dislikes': '4', 'link': '/item/board_read.naver?code=001440&nid=409705289&page=2', 'body': '', 'score': 172}, {'title': '단타하면서 되게 투덜대네', 'date': '2026.01.06 09:29', 'views': '23', 'likes': '5', 'dislikes': '4', 'link': '/item/board_read.naver?code=001440&nid=409704434&page=3', 'body': '', 'score': 173}, {'title': 'ㅎㅎㅎㅎㅎㅎㅎ', 'date': '2026.01.06 09:20', 'views': '17', 'likes': '5', 'dislikes': '3', 'link': '/item/board_read.naver?code=001440&nid=409702806&page=3', 'body': '', 'score': 167}, {'title': '오른다고 나발불던 애들 다던지고 튀었제.ㅋㅋㅋ', 'date': '2026.01.06 09:11', 'views': '36', 'likes': '5', 'dislikes': '2', 'link': '/item/board_read.naver?code=001440&nid=409701024&page=4', 'body': '', 'score': 186}]"
KOSPI,034020,두산에너빌리티,84200,23.13%,75200,22.45%,+1.20%,343,공매의 마지막 발악일 뿐이다!! 매도 주체...[2] / 오후에 날아 갈듯 내 예감이 그래..[3] / 오늘 최소 97400원은 돌파하겠지.[1] / 넥장에서 87에 익절한 개미들!! 일단은 축하...[4],Negative (52%),"오늘, 어제, ...",False,"[{'title': '오늘 최소 97400원은 돌파하겠지.[1]', 'date': '2026.01.06 08:43', 'views': '120', 'likes': '19', 'dislikes': '5', 'link': '/item/board_read.naver?code=034020&nid=409697895&page=14', 'body': '', 'score': 690}, {'title': '공매의 마지막 발악일 뿐이다!! 매도 주체...[2]', 'date': '2026.01.06 11:25', 'views': '270', 'likes': '16', 'dislikes': '2', 'link': '/item/board_read.naver?code=034020&nid=409721741&page=2', 'body': '', 'score': 750}, {'title': '털린애들은 쫌 가라[1]', 'date': '2026.01.06 09:32', 'views': '67', 'likes': '14', 'dislikes': '3', 'link': '/item/board_read.naver?code=034020&nid=409705036&page=8', 'body': '', 'score': 487}, {'title': '오후에 날아 갈듯 내 예감이 그래..[3]', 'date': '2026.01.06 11:11', 'views': '338', 'likes': '13', 'dislikes': '6', 'link': '/item/board_read.naver?code=034020&nid=409719973&page=2', 'body': '', 'score': 728}, {'title': '프리마켓서 하루 거래량을 돌파했으니[1]', 'date': '2026.01.06 08:52', 'views': '116', 'likes': '13', 'dislikes': '1', 'link': '/item/board_read.naver?code=034020&nid=409698519&page=14', 'body': '', 'score': 506}, {'title': '겁먹지 말고 매수, 종가 10만원 안착!', 'date': '2026.01.06 08:14', 'views': '49', 'likes': '13', 'dislikes': '1', 'link': '/item/board_read.naver?code=034020&nid=409695828&page=16', 'body': '', 'score': 439}, {'title': '넥장에서 87에 익절한 개미들!! 일단은 축하...[4]', 'date': '2026.01.06 10:40', 'views': '209', 'likes': '12', 'dislikes': '0', 'link': '/item/board_read.naver?code=034020&nid=409715525&page=3', 'body': '', 'score': 569}, {'title': '매물대 맞은거 치고는 엄청 잘버티는 중이다!!', 'date': '2026.01.06 10:17', 'views': '128', 'likes': '12', 'dislikes': '0', 'link': '/item/board_read.naver?code=034020&nid=409712238&page=5', 'body': '', 'score': 488}, {'title': '오늘 종가 예측해볼까[1]', 'date': '2026.01.06 10:11', 'views': '101', 'likes': '12', 'dislikes': '2', 'link': '/item/board_read.naver?code=034020&nid=409711449&page=5', 'body': '', 'score': 461}, {'title': '궁뎅이 묵직하게 깔고 있어봐..', 'date': '2026.01.06 09:33', 'views': '72', 'likes': '11', 'dislikes': '1', 'link': '/item/board_read.naver?code=034020&nid=409705237&page=8', 'body': '', 'score': 402}]"
KOSDAQ,090710,휴림로봇,8300,9.36%,8190,9.76%,+0.36%,61,휴림로봇 대주주 250만주 장외 매각.....[1] / 휴림로봇 15만원간다는 소문나돈다.[2] / 오늘 상승 기대 / 로봇주 중  제일 싼 주식,Positive (71%),"오늘, 휴림로봇, 로봇주",False,"[{'title': '오늘 상승 기대', 'date': '2026.01.06 08:19', 'views': '55', 'likes': '12', 'dislikes': '2', 'link': '/item/board_read.naver?code=090710&nid=409696222&page=3', 'body': '', 'score': 415}, {'title': 'NXT장을 보니 오늘 수급은~?', 'date': '2026.01.06 08:17', 'views': '75', 'likes': '11', 'dislikes': '2', 'link': '/item/board_read.naver?code=090710&nid=409696095&page=4', 'body': '', 'score': 405}, {'title': '휴림로봇 15만원간다는 소문나돈다.[2]', 'date': '2026.01.06 09:48', 'views': '178', 'likes': '10', 'dislikes': '2', 'link': '/item/board_read.naver?code=090710&nid=409707727&page=2', 'body': '', 'score': 478}, {'title': '로봇주 중  제일 싼 주식', 'date': '2026.01.06 08:22', 'views': '106', 'likes': '10', 'dislikes': '2', 'link': '/item/board_read.naver?code=090710&nid=409696451&page=3', 'body': '', 'score': 406}, {'title': '휴림로봇 대주주 250만주 장외 매각.....[1]', 'date': '2026.01.06 09:01', 'views': '432', 'likes': '9', 'dislikes': '2', 'link': '/item/board_read.naver?code=090710&nid=409699319&page=3', 'body': '', 'score': 702}, {'title': '오늘 수급', 'date': '2026.01.06 08:42', 'views': '75', 'likes': '9', 'dislikes': '2', 'link': '/item/board_read.naver?code=090710&nid=409697815&page=3', 'body': '', 'score': 345}, {'title': '털고가려고 준비중', 'date': '2026.01.06 10:27', 'views': '95', 'likes': '8', 'dislikes': '1', 'link': '/item/board_read.naver?code=090710&nid=409713661&page=2', 'body': '', 'score': 335}, {'title': '매물대도 없는디', 'date': '2026.01.06 11:30', 'views': '77', 'likes': '7', 'dislikes': '0', 'link': '/item/board_read.naver?code=090710&nid=409722370&page=1', 'body': '', 'score': 287}, {'title': '시원하게 말아주세요', 'date': '2026.01.06 10:27', 'views': '90', 'likes': '7', 'dislikes': '1', 'link': '/item/board_read.naver?code=090710&nid=409713726&page=1', 'body': '', 'score': 300}, {'title': '이가격대는', 'date': '2026.01.06 09:51', 'views': '74', 'likes': '7', 'dislikes': '2', 'link': '/item/board_read.naver?code=090710&nid=409708178&page=2', 'body': '', 'score': 284}]"
KOSPI,005930,삼성전자,135700,52.40%,128500,52.37%,-1.74%,800,"조정 받을 때 많이 매수[1] / 코스피 6,000가면[3] / 악.....14만원에 3억 물렸네.....[1] / 전량 매도함~[1]",Negative (57%),"오늘, 삼성전자, ...",False,"[{'title': '조정 받을 때 많이 매수[1]', 'date': '2026.01.06 09:45', 'views': '182', 'likes': '18', 'dislikes': '2', 'link': '/item/board_read.naver?code=005930&nid=409707204&page=31', 'body': '', 'score': 722}, {'title': '코스피 6,000가면[3]', 'date': '2026.01.06 11:31', 'views': '136', 'likes': '14', 'dislikes': '2', 'link': '/item/board_read.naver?code=005930&nid=409722523&page=5', 'body': '', 'score': 556}, {'title': '👍🏼 이재명은 100년에 한번 날까말까한 성...[3]', 'date': '2026.01.06 11:47', 'views': '50', 'likes': '10', 'dislikes': '6', 'link': '/item/board_read.naver?code=005930&nid=409724360&page=3', 'body': '', 'score': 350}, {'title': '삼성, sk하닉 좀 쉬어라.', 'date': '2026.01.06 09:38', 'views': '62', 'likes': '10', 'dislikes': '1', 'link': '/item/board_read.naver?code=005930&nid=409706064&page=33', 'body': '', 'score': 362}, {'title': '전량 매도함~[1]', 'date': '2026.01.06 11:42', 'views': '130', 'likes': '9', 'dislikes': '2', 'link': '/item/board_read.naver?code=005930&nid=409723785&page=3', 'body': '', 'score': 400}, {'title': '하락 이유', 'date': '2026.01.06 09:59', 'views': '127', 'likes': '9', 'dislikes': '0', 'link': '/item/board_read.naver?code=005930&nid=409709511&page=28', 'body': '', 'score': 397}, {'title': '삼성전자 호남이전론?[1]', 'date': '2026.01.06 09:34', 'views': '41', 'likes': '9', 'dislikes': '1', 'link': '/item/board_read.naver?code=005930&nid=409705336&page=34', 'body': '', 'score': 311}, {'title': '언제 돈 벌거야 ?[1]', 'date': '2026.01.06 10:10', 'views': '106', 'likes': '8', 'dislikes': '3', 'link': '/item/board_read.naver?code=005930&nid=409711239&page=24', 'body': '', 'score': 346}, {'title': '어제 엘베에서 동네 아주머니들이', 'date': '2026.01.06 10:07', 'views': '93', 'likes': '8', 'dislikes': '2', 'link': '/item/board_read.naver?code=005930&nid=409710856&page=25', 'body': '', 'score': 333}, {'title': '악.....14만원에 3억 물렸네.....[1]', 'date': '2026.01.06 09:57', 'views': '252', 'likes': '8', 'dislikes': '4', 'link': '/item/board_read.naver?code=005930&nid=409709152&page=28', 'body': '', 'score': 492}]"
KOSPI,008350,남선알미늄,1260,1.53%,1320,1.39%,-3.15%,65,또 당했스무니다[2] / 광석과 금속..구리상승 알미늄도[2] / 오늘도 외인 장난질[1] / 호가창보니 오늘은 글렀네[1],Mixed,"...[1], 내가, 오늘은",False,"[{'title': '또 당했스무니다[2]', 'date': '2026.01.06 11:05', 'views': '41', 'likes': '5', 'dislikes': '0', 'link': '/item/board_read.naver?code=008350&nid=409719126&page=1', 'body': '', 'score': 191}, {'title': '오늘도 외인 장난질[1]', 'date': '2026.01.06 09:03', 'views': '27', 'likes': '4', 'dislikes': '0', 'link': '/item/board_read.naver?code=008350&nid=409699514&page=4', 'body': '', 'score': 147}, {'title': '광석과 금속..구리상승 알미늄도[2]', 'date': '2026.01.06 08:51', 'views': '47', 'likes': '4', 'dislikes': '0', 'link': '/item/board_read.naver?code=008350&nid=409698486&page=4', 'body': '', 'score': 167}, {'title': '사기주', 'date': '2026.01.06 11:02', 'views': '17', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=008350&nid=409718761&page=2', 'body': '', 'score': 107}, {'title': '끝난 주식이네', 'date': '2026.01.06 11:02', 'views': '12', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=008350&nid=409718707&page=2', 'body': '', 'score': 102}, {'title': '동무들 내가 어제말했잖소~', 'date': '2026.01.06 10:43', 'views': '16', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=008350&nid=409716000&page=2', 'body': '', 'score': 106}, {'title': '호가창보니 오늘은 글렀네[1]', 'date': '2026.01.06 10:39', 'views': '37', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=008350&nid=409715388&page=2', 'body': '', 'score': 127}, {'title': '오늘 비철금속 강세인데 얘는 반대로 떨어지...', 'date': '2026.01.06 11:36', 'views': '19', 'likes': '2', 'dislikes': '0', 'link': '/item/board_read.naver?code=008350&nid=409723141&page=1', 'body': '', 'score': 79}, {'title': '알미늄올라도 안가 정씨로도 안가 우덜은 이...[1]', 'date': '2026.01.06 11:27', 'views': '17', 'likes': '2', 'dislikes': '1', 'link': '/item/board_read.naver?code=008350&nid=409721955&page=1', 'body': '', 'score': 77}, {'title': '완전 교과서 적인 설거지 교육용 차트다.[1]', 'date': '2026.01.06 11:25', 'views': '34', 'likes': '2', 'dislikes': '0', 'link': '/item/board_read.naver?code=008350&nid=409721730&page=1', 'body': '', 'score': 94}]"
KOSPI,093240,형지엘리트,2035,1.32%,2205,1.62%,-7.92%,105,드디어 뉴스 막 나오네.. / 유증성공하려면[2] / 7% 물리니 기분이 상큼하네 / 나보고 정찰병이라고 한놈 잘봐라.[2],Negative (63%),"오늘, 20만주, 이상",False,"[{'title': '드디어 뉴스 막 나오네..', 'date': '2026.01.06 08:42', 'views': '121', 'likes': '8', 'dislikes': '1', 'link': '/item/board_read.naver?code=093240&nid=409697840&page=6', 'body': '', 'score': 361}, {'title': '7% 물리니 기분이 상큼하네', 'date': '2026.01.06 10:38', 'views': '35', 'likes': '7', 'dislikes': '0', 'link': '/item/board_read.naver?code=093240&nid=409715310&page=3', 'body': '', 'score': 245}, {'title': '유증성공하려면[2]', 'date': '2026.01.06 11:32', 'views': '125', 'likes': '6', 'dislikes': '1', 'link': '/item/board_read.naver?code=093240&nid=409722566&page=1', 'body': '', 'score': 305}, {'title': '공시 형지163만주 지분 추가 취득 했네요[1]', 'date': '2026.01.06 11:50', 'views': '71', 'likes': '4', 'dislikes': '3', 'link': '/item/board_read.naver?code=093240&nid=409724722&page=1', 'body': '', 'score': 191}, {'title': '전량매도~', 'date': '2026.01.06 10:37', 'views': '17', 'likes': '4', 'dislikes': '1', 'link': '/item/board_read.naver?code=093240&nid=409715169&page=3', 'body': '', 'score': 137}, {'title': '나보고 정찰병이라고 한놈 잘봐라.[2]', 'date': '2026.01.06 08:56', 'views': '102', 'likes': '4', 'dislikes': '2', 'link': '/item/board_read.naver?code=093240&nid=409698884&page=5', 'body': '', 'score': 222}, {'title': '유통 물량 더 줄었죠[1]', 'date': '2026.01.06 11:55', 'views': '12', 'likes': '3', 'dislikes': '4', 'link': '/item/board_read.naver?code=093240&nid=409725272&page=1', 'body': '', 'score': 102}, {'title': '오후에', 'date': '2026.01.06 11:49', 'views': '16', 'likes': '3', 'dislikes': '1', 'link': '/item/board_read.naver?code=093240&nid=409724579&page=1', 'body': '', 'score': 106}, {'title': '절대 빠져나올수 없는...', 'date': '2026.01.06 11:12', 'views': '28', 'likes': '3', 'dislikes': '1', 'link': '/item/board_read.naver?code=093240&nid=409720080&page=1', 'body': '', 'score': 118}, {'title': '제대로 당했네', 'date': '2026.01.06 10:51', 'views': '19', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=093240&nid=409717257&page=2', 'body': '', 'score': 109}]"
KOSDAQ,010170,대한광통신,3067,3.37%,2800,2.56%,-8.31%,82,수급미쳐따/오늘조정행운입니다/과매수였기때문에 ... / 연기금 매도 시작[1] / 지금까지 버틴기간이 얼마인데 / 안판다..,Negative (69%),"공매도, ..., 연기금",False,"[{'title': '지금까지 버틴기간이 얼마인데', 'date': '2026.01.06 10:55', 'views': '125', 'likes': '13', 'dislikes': '1', 'link': '/item/board_read.naver?code=010170&nid=409717744&page=2', 'body': '', 'score': 515}, {'title': '안판다..', 'date': '2026.01.06 10:34', 'views': '81', 'likes': '12', 'dislikes': '3', 'link': '/item/board_read.naver?code=010170&nid=409714708&page=2', 'body': '', 'score': 441}, {'title': '수급미쳐따/오늘조정행운입니다/과매수였기때문에 ...', 'date': '2026.01.06 10:33', 'views': '349', 'likes': '9', 'dislikes': '1', 'link': '/item/board_read.naver?code=010170&nid=409714664&page=3', 'body': '', 'score': 619}, {'title': '꼬라박는다.', 'date': '2026.01.06 10:30', 'views': '56', 'likes': '8', 'dislikes': '3', 'link': '/item/board_read.naver?code=010170&nid=409714217&page=3', 'body': '', 'score': 296}, {'title': '일희일비금지', 'date': '2026.01.06 08:16', 'views': '82', 'likes': '8', 'dislikes': '0', 'link': '/item/board_read.naver?code=010170&nid=409695992&page=5', 'body': '', 'score': 322}, {'title': '와우', 'date': '2026.01.06 11:25', 'views': '72', 'likes': '7', 'dislikes': '0', 'link': '/item/board_read.naver?code=010170&nid=409721733&page=2', 'body': '', 'score': 282}, {'title': '난 매수중 ㅋ', 'date': '2026.01.06 10:00', 'views': '54', 'likes': '7', 'dislikes': '3', 'link': '/item/board_read.naver?code=010170&nid=409709727&page=3', 'body': '', 'score': 264}, {'title': '연기금 매도 시작[1]', 'date': '2026.01.06 09:54', 'views': '393', 'likes': '7', 'dislikes': '1', 'link': '/item/board_read.naver?code=010170&nid=409708739&page=3', 'body': '', 'score': 603}, {'title': '거래량이 많으니깐', 'date': '2026.01.06 09:38', 'views': '82', 'likes': '6', 'dislikes': '2', 'link': '/item/board_read.naver?code=010170&nid=409706069&page=4', 'body': '', 'score': 262}, {'title': '개투들은 3만원까지 홀딩!!!', 'date': '2026.01.06 09:37', 'views': '63', 'likes': '6', 'dislikes': '2', 'link': '/item/board_read.naver?code=010170&nid=409705908&page=4', 'body': '', 'score': 243}]"
KOSDAQ,195990,에이비프로바이오,193,5.65%,265,5.58%,-28.78%,76,회사에서 악수를 둔 것 같다.[1] / 현재 시가총액 700억... / 결국 지들끼리 북치고 장구치고 / 상폐만 3번 당해봤습니다.,Negative (100%),"상폐, 감자, 이상",False,"[{'title': '회사에서 악수를 둔 것 같다.[1]', 'date': '2026.01.06 10:10', 'views': '191', 'likes': '6', 'dislikes': '1', 'link': '/item/board_read.naver?code=195990&nid=409711248&page=2', 'body': '', 'score': 371}, {'title': '현재 시가총액 700억...', 'date': '2026.01.06 09:43', 'views': '127', 'likes': '6', 'dislikes': '1', 'link': '/item/board_read.naver?code=195990&nid=409706928&page=3', 'body': '', 'score': 307}, {'title': '결국 지들끼리 북치고 장구치고', 'date': '2026.01.06 08:19', 'views': '41', 'likes': '6', 'dislikes': '0', 'link': '/item/board_read.naver?code=195990&nid=409696250&page=4', 'body': '', 'score': 221}, {'title': '감자하면상폐면하잖어[1]', 'date': '2026.01.06 11:54', 'views': '64', 'likes': '3', 'dislikes': '2', 'link': '/item/board_read.naver?code=195990&nid=409725157&page=1', 'body': '', 'score': 154}, {'title': '엄마엄마살려줘반도막난걸또때려잡아', 'date': '2026.01.06 11:40', 'views': '32', 'likes': '3', 'dislikes': '2', 'link': '/item/board_read.naver?code=195990&nid=409723556&page=1', 'body': '', 'score': 122}, {'title': '상폐만 3번 당해봤습니다.', 'date': '2026.01.06 11:39', 'views': '105', 'likes': '3', 'dislikes': '1', 'link': '/item/board_read.naver?code=195990&nid=409723500&page=1', 'body': '', 'score': 195}, {'title': '헉 이거 망하나요?', 'date': '2026.01.06 11:36', 'views': '22', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=195990&nid=409723044&page=1', 'body': '', 'score': 112}, {'title': '소주연 한패 아니면', 'date': '2026.01.06 11:27', 'views': '30', 'likes': '3', 'dislikes': '3', 'link': '/item/board_read.naver?code=195990&nid=409722013&page=1', 'body': '', 'score': 120}, {'title': '누가다사는느낌[1]', 'date': '2026.01.06 11:03', 'views': '83', 'likes': '3', 'dislikes': '2', 'link': '/item/board_read.naver?code=195990&nid=409718879&page=2', 'body': '', 'score': 173}, {'title': '돈을  잃고  따고가[1]', 'date': '2026.01.06 09:58', 'views': '62', 'likes': '3', 'dislikes': '1', 'link': '/item/board_read.naver?code=195990&nid=409709359&page=3', 'body': '', 'score': 152}]"
KOSPI,033180,KH 필룩스,429,14.29%,5310,14.29%,-91.92%,74,퉷!!!이가격이면 땅에 묻고 기다린란다[3] / 1억원이 3년 기다려서 100만원[5] / 안판다[5] / 자살하고 싶어요[3],Negative (100%),"그냥, ❤️, ㅋㅋ",False,"[{'title': '퉷!!!이가격이면 땅에 묻고 기다린란다[3]', 'date': '2026.01.06 10:17', 'views': '295', 'likes': '15', 'dislikes': '2', 'link': '/item/board_read.naver?code=033180&nid=409712336&page=2', 'body': '', 'score': 745}, {'title': '너희들끝을보고싶다', 'date': '2026.01.06 08:43', 'views': '111', 'likes': '13', 'dislikes': '2', 'link': '/item/board_read.naver?code=033180&nid=409697914&page=4', 'body': '', 'score': 501}, {'title': '1억원이 3년 기다려서 100만원[5]', 'date': '2026.01.06 09:27', 'views': '323', 'likes': '12', 'dislikes': '1', 'link': '/item/board_read.naver?code=033180&nid=409704093&page=3', 'body': '', 'score': 683}, {'title': '안판다[5]', 'date': '2026.01.06 08:12', 'views': '320', 'likes': '11', 'dislikes': '6', 'link': '/item/board_read.naver?code=033180&nid=409695665&page=4', 'body': '', 'score': 650}, {'title': '자살하고 싶어요[3]', 'date': '2026.01.06 08:58', 'views': '277', 'likes': '9', 'dislikes': '0', 'link': '/item/board_read.naver?code=033180&nid=409699005&page=4', 'body': '', 'score': 547}, {'title': '그냥 사채발행하고 주식발행하려고 상폐미룬거였네', 'date': '2026.01.06 08:57', 'views': '80', 'likes': '8', 'dislikes': '3', 'link': '/item/board_read.naver?code=033180&nid=409698934&page=4', 'body': '', 'score': 320}, {'title': '몇년을 기다렸는데', 'date': '2026.01.06 08:54', 'views': '83', 'likes': '8', 'dislikes': '0', 'link': '/item/board_read.naver?code=033180&nid=409698719&page=4', 'body': '', 'score': 323}, {'title': '이게 주식이냐?[1]', 'date': '2026.01.06 08:14', 'views': '144', 'likes': '8', 'dislikes': '1', 'link': '/item/board_read.naver?code=033180&nid=409695851&page=4', 'body': '', 'score': 384}, {'title': '이러니 국장안하고 미국장 가는거임', 'date': '2026.01.06 10:49', 'views': '62', 'likes': '7', 'dislikes': '2', 'link': '/item/board_read.naver?code=033180&nid=409716931&page=1', 'body': '', 'score': 272}, {'title': '좋은말 할때 돈 풀어라   ~~~ 사장 아...', 'date': '2026.01.06 10:30', 'views': '58', 'likes': '6', 'dislikes': '1', 'link': '/item/board_read.naver?code=033180&nid=409714146&page=2', 'body': '', 'score': 238}]"
