시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록,latest_posts
KOSDAQ,0015G0,그린광학,21600,0.50%,17010,1.24%,+26.98%,190,"55천원에 있으신분[1] / 매집 강도로 보면, 시간외에 다시 올라갑...[2] / 시간외 졸라 떨어짐[3] / 상한가 안가도 들고 있어[2]",Positive (65%),"오늘, 이상, 상승했어요",False,"[{'title': '55천원에 있으신분[1]', 'date': '2026.01.06 10:17', 'views': '204', 'likes': '10', 'dislikes': '2', 'link': '/item/board_read.naver?code=0015G0&nid=409712259&page=9', 'body': '', 'score': 504}, {'title': '매집 강도로 보면, 시간외에 다시 올라갑...[2]', 'date': '2026.01.06 15:29', 'views': '163', 'likes': '7', 'dislikes': '5', 'link': '/item/board_read.naver?code=0015G0&nid=409750802&page=2', 'body': '', 'score': 373}, {'title': '시간외 졸라 떨어짐[3]', 'date': '2026.01.06 17:02', 'views': '173', 'likes': '6', 'dislikes': '3', 'link': '/item/board_read.naver?code=0015G0&nid=409758039&page=1', 'body': '', 'score': 353}, {'title': '상한가 안가도 들고 있어[2]', 'date': '2026.01.06 14:38', 'views': '151', 'likes': '6', 'dislikes': '2', 'link': '/item/board_read.naver?code=0015G0&nid=409744136&page=5', 'body': '', 'score': 331}, {'title': '40000원에 물려서[1]', 'date': '2026.01.06 12:58', 'views': '86', 'likes': '5', 'dislikes': '2', 'link': '/item/board_read.naver?code=0015G0&nid=409731900&page=6', 'body': '', 'score': 236}, {'title': '22000원대  물량[1]', 'date': '2026.01.06 12:29', 'views': '92', 'likes': '5', 'dislikes': '3', 'link': '/item/board_read.naver?code=0015G0&nid=409728992&page=7', 'body': '', 'score': 242}, {'title': '오늘 왜 상갈거같냐 이거[1]', 'date': '2026.01.06 10:20', 'views': '65', 'likes': '5', 'dislikes': '3', 'link': '/item/board_read.naver?code=0015G0&nid=409712709&page=9', 'body': '', 'score': 215}, {'title': '최소 55000원 봅니다', 'date': '2026.01.06 09:35', 'views': '31', 'likes': '5', 'dislikes': '3', 'link': '/item/board_read.naver?code=0015G0&nid=409705635&page=10', 'body': '', 'score': 181}, {'title': '이거 주도주됩니다', 'date': '2026.01.06 09:34', 'views': '45', 'likes': '5', 'dislikes': '1', 'link': '/item/board_read.naver?code=0015G0&nid=409705450&page=10', 'body': '', 'score': 195}, {'title': '막판에 괜히 매수한거 아닌가요', 'date': '2026.01.06 15:45', 'views': '95', 'likes': '4', 'dislikes': '1', 'link': '/item/board_read.naver?code=0015G0&nid=409752589&page=2', 'body': '', 'score': 215}]"
KOSDAQ,053450,세코닉스,6800,5.64%,5540,7.50%,+22.74%,200,"엔비디아 홈페이지에  자율주행차 카메라...[6] / 긴급)세코닉스, 엔비디아 자율주행 전방 카메라... / 테슬라묻으면 못묵어도 고...[2] / 존뉴스 매도자제",Positive (63%),"엔비디아, 상한가, 세코닉스",False,"[{'title': '엔비디아 홈페이지에  자율주행차 카메라...[6]', 'date': '2026.01.06 12:38', 'views': '391', 'likes': '18', 'dislikes': '5', 'link': '/item/board_read.naver?code=053450&nid=409729957&page=6', 'body': '', 'score': 931}, {'title': '긴급)세코닉스, 엔비디아 자율주행 전방 카메라...', 'date': '2026.01.06 09:59', 'views': '485', 'likes': '11', 'dislikes': '6', 'link': '/item/board_read.naver?code=053450&nid=409709570&page=8', 'body': '', 'score': 815}, {'title': '존뉴스 매도자제', 'date': '2026.01.06 15:30', 'views': '72', 'likes': '7', 'dislikes': '6', 'link': '/item/board_read.naver?code=053450&nid=409750832&page=2', 'body': '', 'score': 282}, {'title': '재료가 많이 큰거네', 'date': '2026.01.06 17:42', 'views': '39', 'likes': '6', 'dislikes': '0', 'link': '/item/board_read.naver?code=053450&nid=409760119&page=1', 'body': '', 'score': 219}, {'title': '테슬라묻으면 못묵어도 고...[2]', 'date': '2026.01.06 17:08', 'views': '134', 'likes': '6', 'dislikes': '0', 'link': '/item/board_read.naver?code=053450&nid=409758365&page=1', 'body': '', 'score': 314}, {'title': '기관 입성', 'date': '2026.01.06 15:39', 'views': '57', 'likes': '6', 'dislikes': '5', 'link': '/item/board_read.naver?code=053450&nid=409751860&page=2', 'body': '', 'score': 237}, {'title': '형은 세코닉스 장기로 본다', 'date': '2026.01.06 15:32', 'views': '69', 'likes': '6', 'dislikes': '1', 'link': '/item/board_read.naver?code=053450&nid=409751071&page=2', 'body': '', 'score': 249}, {'title': '로봇택시 + 로봇  PER 7배 엔비디아가 선...[1]', 'date': '2026.01.06 14:45', 'views': '69', 'likes': '6', 'dislikes': '0', 'link': '/item/board_read.naver?code=053450&nid=409745040&page=4', 'body': '', 'score': 249}, {'title': '세코닉스 25년만에 사상초유 거래량 ...', 'date': '2026.01.06 18:13', 'views': '73', 'likes': '5', 'dislikes': '0', 'link': '/item/board_read.naver?code=053450&nid=409761505&page=1', 'body': '', 'score': 223}, {'title': '1/6 장 요약: 엔비디아 자율주행차 ...', 'date': '2026.01.06 17:13', 'views': '121', 'likes': '5', 'dislikes': '0', 'link': '/item/board_read.naver?code=053450&nid=409758617&page=1', 'body': '', 'score': 271}]"
KOSDAQ,474170,루미르,12000,1.95%,10270,1.87%,+16.85%,206,종배하면서 느낀점.[2] / 루미르 상승이유 / 스페이스 X와 계약이다!!!!! / 상한가는 내일 가려고 합니다,Positive (56%),"상한가, ..., 루미르",False,"[{'title': '루미르 상승이유', 'date': '2026.01.06 17:24', 'views': '95', 'likes': '8', 'dislikes': '1', 'link': '/item/board_read.naver?code=474170&nid=409759202&page=1', 'body': '', 'score': 335}, {'title': '스페이스 X와 계약이다!!!!!', 'date': '2026.01.06 12:32', 'views': '38', 'likes': '7', 'dislikes': '0', 'link': '/item/board_read.naver?code=474170&nid=409729312&page=7', 'body': '', 'score': 248}, {'title': '종배하면서 느낀점.[2]', 'date': '2026.01.06 17:00', 'views': '257', 'likes': '6', 'dislikes': '5', 'link': '/item/board_read.naver?code=474170&nid=409757933&page=1', 'body': '', 'score': 437}, {'title': '상한가는 내일 가려고 합니다', 'date': '2026.01.06 15:33', 'views': '55', 'likes': '6', 'dislikes': '5', 'link': '/item/board_read.naver?code=474170&nid=409751171&page=2', 'body': '', 'score': 235}, {'title': 'ㅋㅋ[2]', 'date': '2026.01.06 17:46', 'views': '67', 'likes': '5', 'dislikes': '2', 'link': '/item/board_read.naver?code=474170&nid=409760332&page=1', 'body': '', 'score': 217}, {'title': '아직 루미르 1호도 발사안했는데 3,4,5호기...', 'date': '2026.01.06 16:43', 'views': '51', 'likes': '5', 'dislikes': '1', 'link': '/item/board_read.naver?code=474170&nid=409756894&page=1', 'body': '', 'score': 201}, {'title': '월봉상 삼돌이패턴..', 'date': '2026.01.06 16:55', 'views': '57', 'likes': '4', 'dislikes': '2', 'link': '/item/board_read.naver?code=474170&nid=409757644&page=1', 'body': '', 'score': 177}, {'title': '돈복사방법[2]', 'date': '2026.01.06 15:53', 'views': '86', 'likes': '4', 'dislikes': '5', 'link': '/item/board_read.naver?code=474170&nid=409753383&page=1', 'body': '', 'score': 206}, {'title': '이런 걸 왜사가지고', 'date': '2026.01.06 15:32', 'views': '39', 'likes': '4', 'dislikes': '1', 'link': '/item/board_read.naver?code=474170&nid=409751129&page=2', 'body': '', 'score': 159}, {'title': '먼 물량이 끝도 없냐 ㅋㅋㅋㅋㅋㅋ', 'date': '2026.01.06 15:13', 'views': '63', 'likes': '4', 'dislikes': '0', 'link': '/item/board_read.naver?code=474170&nid=409748795&page=2', 'body': '', 'score': 183}]"
KOSPI,006800,미래에셋증권,28700,11.55%,25500,10.98%,+12.55%,273,무슨 호재 3개가 한번에 ㅡ[2] / 저는 이만 물러갑니다 ^ ^ / 5major Good News and...[1] / 뭔 리포트 타령이야 ㅋㅋㅋ 이미,Positive (62%),"오늘, ..., 미래에셋증권",False,"[{'title': '저는 이만 물러갑니다 ^ ^', 'date': '2026.01.06 10:23', 'views': '237', 'likes': '16', 'dislikes': '0', 'link': '/item/board_read.naver?code=006800&nid=409713194&page=11', 'body': '', 'score': 717}, {'title': '5major Good News and...[1]', 'date': '2026.01.06 13:40', 'views': '169', 'likes': '15', 'dislikes': '1', 'link': '/item/board_read.naver?code=006800&nid=409736373&page=6', 'body': '', 'score': 619}, {'title': '무슨 호재 3개가 한번에 ㅡ[2]', 'date': '2026.01.06 15:32', 'views': '335', 'likes': '13', 'dislikes': '4', 'link': '/item/board_read.naver?code=006800&nid=409751134&page=4', 'body': '', 'score': 725}, {'title': '두나무ㆍ스페이스Xㅡ세계최대수혜주', 'date': '2026.01.06 09:17', 'views': '49', 'likes': '11', 'dislikes': '0', 'link': '/item/board_read.naver?code=006800&nid=409702212&page=14', 'body': '', 'score': 379}, {'title': '외국인 매동 대박[1]', 'date': '2026.01.06 17:21', 'views': '110', 'likes': '10', 'dislikes': '1', 'link': '/item/board_read.naver?code=006800&nid=409759008&page=1', 'body': '', 'score': 410}, {'title': '28500원에 JP모간 100만주 매수[2]', 'date': '2026.01.06 18:09', 'views': '245', 'likes': '9', 'dislikes': '3', 'link': '/item/board_read.naver?code=006800&nid=409761333&page=1', 'body': '', 'score': 515}, {'title': '미래에셋증권', 'date': '2026.01.06 14:35', 'views': '121', 'likes': '9', 'dislikes': '0', 'link': '/item/board_read.naver?code=006800&nid=409743733&page=5', 'body': '', 'score': 391}, {'title': '■■■3만원 진입 초읽기■■■[1]', 'date': '2026.01.06 11:35', 'views': '180', 'likes': '9', 'dislikes': '1', 'link': '/item/board_read.naver?code=006800&nid=409722941&page=9', 'body': '', 'score': 450}, {'title': '뭔 리포트 타령이야 ㅋㅋㅋ 이미', 'date': '2026.01.06 09:17', 'views': '251', 'likes': '9', 'dislikes': '0', 'link': '/item/board_read.naver?code=006800&nid=409702220&page=14', 'body': '', 'score': 521}, {'title': '자사주도 많고 호재도 많고', 'date': '2026.01.06 17:31', 'views': '79', 'likes': '8', 'dislikes': '0', 'link': '/item/board_read.naver?code=006800&nid=409759566&page=1', 'body': '', 'score': 319}]"
KOSPI,042700,한미반도체,183700,8.62%,167300,8.18%,+9.80%,800,"요새 돈벼락 맞은 거 같다[6] / 동지들에게 고한다...[4] / ﻿마이크론, 대규모 'HBM4' 증설...삼성·...[3] / 가만히 착석해라[2]",Negative (67%),"연기금, 공매도, 오늘",False,"[{'title': '동지들에게 고한다...[4]', 'date': '2026.01.06 15:59', 'views': '259', 'likes': '35', 'dislikes': '0', 'link': '/item/board_read.naver?code=042700&nid=409753849&page=11', 'body': '', 'score': 1309}, {'title': '요새 돈벼락 맞은 거 같다[6]', 'date': '2026.01.06 15:59', 'views': '430', 'likes': '31', 'dislikes': '0', 'link': '/item/board_read.naver?code=042700&nid=409753834&page=11', 'body': '', 'score': 1360}, {'title': '가만히 착석해라[2]', 'date': '2026.01.06 16:46', 'views': '268', 'likes': '26', 'dislikes': '2', 'link': '/item/board_read.naver?code=042700&nid=409757122&page=8', 'body': '', 'score': 1048}, {'title': '투자 경고도 없는데 왜 쫄아들..', 'date': '2026.01.06 16:42', 'views': '169', 'likes': '26', 'dislikes': '1', 'link': '/item/board_read.naver?code=042700&nid=409756836&page=9', 'body': '', 'score': 949}, {'title': '공매들 미치는중 ㅋㅋㅋㅋㅋㅋ', 'date': '2026.01.06 15:30', 'views': '165', 'likes': '26', 'dislikes': '0', 'link': '/item/board_read.naver?code=042700&nid=409750931&page=15', 'body': '', 'score': 945}, {'title': ""\ufeff마이크론, 대규모 'HBM4' 증설...삼성·...[3]"", 'date': '2026.01.06 16:24', 'views': '529', 'likes': '25', 'dislikes': '2', 'link': '/item/board_read.naver?code=042700&nid=409755716&page=10', 'body': '', 'score': 1279}, {'title': '위대한 이재명 대통령을 연임 시키자', 'date': '2026.01.06 16:18', 'views': '58', 'likes': '24', 'dislikes': '6', 'link': '/item/board_read.naver?code=042700&nid=409755284&page=10', 'body': '', 'score': 778}, {'title': '아직도 프로그램이 흔드는 중이니까 그냥 앱 들어...', 'date': '2026.01.06 16:09', 'views': '100', 'likes': '24', 'dislikes': '1', 'link': '/item/board_read.naver?code=042700&nid=409754654&page=11', 'body': '', 'score': 820}, {'title': '낼 은 오늘보다 더 강할듯...', 'date': '2026.01.06 16:07', 'views': '293', 'likes': '23', 'dislikes': '3', 'link': '/item/board_read.naver?code=042700&nid=409754499&page=11', 'body': '', 'score': 983}, {'title': '넥장이 그러든말든 낼 19만 돌파[1]', 'date': '2026.01.06 17:40', 'views': '176', 'likes': '21', 'dislikes': '1', 'link': '/item/board_read.naver?code=042700&nid=409760045&page=3', 'body': '', 'score': 806}]"
KOSPI,012200,계양전기,8450,0.00%,7900,0.00%,+6.96%,324,세력이 개미들 갖고노네요[1] / 현대차에서 로봇 100만대 양산하면...[1] / 현대자동차프리 초상승폭크다!! / 안티들아 ㅋㅋㅋㅋㅋ 니들 말대로 6 천 ...[2],Mixed,"★★★, 거래정지, 오늘",False,"[{'title': '세력이 개미들 갖고노네요[1]', 'date': '2026.01.06 17:29', 'views': '141', 'likes': '18', 'dislikes': '5', 'link': '/item/board_read.naver?code=012200&nid=409759463&page=1', 'body': '', 'score': 681}, {'title': '현대차에서 로봇 100만대 양산하면...[1]', 'date': '2026.01.06 16:18', 'views': '205', 'likes': '13', 'dislikes': '3', 'link': '/item/board_read.naver?code=012200&nid=409755327&page=2', 'body': '', 'score': 595}, {'title': '현대자동차프리 초상승폭크다!!', 'date': '2026.01.06 08:11', 'views': '89', 'likes': '13', 'dislikes': '4', 'link': '/item/board_read.naver?code=012200&nid=409695564&page=17', 'body': '', 'score': 479}, {'title': '우선주로 왠종일 시간외에서까지 상한가 만들다가 ...', 'date': '2026.01.06 17:02', 'views': '102', 'likes': '11', 'dislikes': '5', 'link': '/item/board_read.naver?code=012200&nid=409758020&page=2', 'body': '', 'score': 432}, {'title': '가치투자3 주식을 못하면 걍 접어 ㅋㅋㅋㅋ[3]', 'date': '2026.01.06 15:21', 'views': '106', 'likes': '11', 'dislikes': '4', 'link': '/item/board_read.naver?code=012200&nid=409749740&page=5', 'body': '', 'score': 436}, {'title': '안티들아 ㅋㅋㅋㅋㅋ 니들 말대로 6 천 ...[2]', 'date': '2026.01.06 12:19', 'views': '123', 'likes': '11', 'dislikes': '2', 'link': '/item/board_read.naver?code=012200&nid=409727928&page=11', 'body': '', 'score': 453}, {'title': '삼성에 례인보우  있다면  현대차에 계양전기 있...', 'date': '2026.01.06 10:25', 'views': '54', 'likes': '11', 'dislikes': '1', 'link': '/item/board_read.naver?code=012200&nid=409713517&page=13', 'body': '', 'score': 384}, {'title': '안정적,,,', 'date': '2026.01.06 10:12', 'views': '26', 'likes': '11', 'dislikes': '0', 'link': '/item/board_read.naver?code=012200&nid=409711605&page=13', 'body': '', 'score': 356}, {'title': '우선주는 허매수, 허매도 장난이 너무 심하고.....', 'date': '2026.01.06 16:17', 'views': '58', 'likes': '10', 'dislikes': '1', 'link': '/item/board_read.naver?code=012200&nid=409755226&page=2', 'body': '', 'score': 358}, {'title': '진즉 출근 했씀다♡♡♡ 모베드 ᆢ', 'date': '2026.01.06 10:51', 'views': '69', 'likes': '10', 'dislikes': '1', 'link': '/item/board_read.naver?code=012200&nid=409717178&page=12', 'body': '', 'score': 369}]"
KOSDAQ,274090,켄코아에어로스페이스,21400,4.46%,20450,4.87%,+4.65%,242,"한화에어로스페이스, 달착륙선에 탑재할 ...[2] / 열처리 머시기 인수한거보니 / [Who Is ?] 이민규 켄코아에어로...[1] / 오늘 오후장 많이들 파시겠네[2]",Negative (61%),"오늘, 매도, 분봉상",False,"[{'title': '한화에어로스페이스, 달착륙선에 탑재할 ...[2]', 'date': '2026.01.06 16:28', 'views': '320', 'likes': '14', 'dislikes': '1', 'link': '/item/board_read.naver?code=274090&nid=409755992&page=1', 'body': '', 'score': 740}, {'title': '열처리 머시기 인수한거보니', 'date': '2026.01.06 15:40', 'views': '256', 'likes': '8', 'dislikes': '1', 'link': '/item/board_read.naver?code=274090&nid=409751978&page=2', 'body': '', 'score': 496}, {'title': '이번주 3만5천원 돌파합니다[1]', 'date': '2026.01.06 14:22', 'views': '111', 'likes': '7', 'dislikes': '4', 'link': '/item/board_read.naver?code=274090&nid=409741980&page=4', 'body': '', 'score': 321}, {'title': '[Who Is ?] 이민규 켄코아에어로...[1]', 'date': '2026.01.06 16:57', 'views': '190', 'likes': '6', 'dislikes': '2', 'link': '/item/board_read.naver?code=274090&nid=409757713&page=1', 'body': '', 'score': 370}, {'title': '오늘 오후장 많이들 파시겠네[2]', 'date': '2026.01.06 14:00', 'views': '180', 'likes': '6', 'dislikes': '4', 'link': '/item/board_read.naver?code=274090&nid=409739118&page=4', 'body': '', 'score': 360}, {'title': '차트보니 완전 박살난듯;;[1]', 'date': '2026.01.06 13:59', 'views': '102', 'likes': '6', 'dislikes': '0', 'link': '/item/board_read.naver?code=274090&nid=409738972&page=4', 'body': '', 'score': 282}, {'title': '투자위험 관련', 'date': '2026.01.06 15:30', 'views': '101', 'likes': '5', 'dislikes': '0', 'link': '/item/board_read.naver?code=274090&nid=409750882&page=2', 'body': '', 'score': 251}, {'title': '앞으로 더 어려울까요 ㅠㅠ[1]', 'date': '2026.01.06 14:08', 'views': '153', 'likes': '5', 'dislikes': '1', 'link': '/item/board_read.naver?code=274090&nid=409740132&page=4', 'body': '', 'score': 303}, {'title': '곧 재료소멸 급락', 'date': '2026.01.06 11:32', 'views': '19', 'likes': '5', 'dislikes': '2', 'link': '/item/board_read.naver?code=274090&nid=409722549&page=9', 'body': '', 'score': 169}, {'title': '요즘핫한 우주항공 테마에 시총3천억밖에 ...[2]', 'date': '2026.01.06 11:12', 'views': '100', 'likes': '5', 'dislikes': '0', 'link': '/item/board_read.naver?code=274090&nid=409720112&page=10', 'body': '', 'score': 250}]"
KOSPI,000660,SK하이닉스,726000,53.87%,696000,53.82%,+4.31%,800,이재명 역사에 기록되는 위인될듯.[4] / 이제 미장이라고 생각하고 주식해야함[5] / 진짜 무조건 홀딩해라..[4] / 진짜 이재명이 코스피를 이렇게 살려 놓았네[3],Positive (55%),"오늘, 하이닉스, ...",False,"[{'title': '이재명 역사에 기록되는 위인될듯.[4]', 'date': '2026.01.06 15:26', 'views': '190', 'likes': '41', 'dislikes': '9', 'link': '/item/board_read.naver?code=000660&nid=409750392&page=13', 'body': '', 'score': 1420}, {'title': '진짜 이재명이 코스피를 이렇게 살려 놓았네[3]', 'date': '2026.01.06 16:26', 'views': '210', 'likes': '33', 'dislikes': '16', 'link': '/item/board_read.naver?code=000660&nid=409755892&page=7', 'body': '', 'score': 1200}, {'title': '진짜 무조건 홀딩해라..[4]', 'date': '2026.01.06 16:12', 'views': '422', 'likes': '26', 'dislikes': '2', 'link': '/item/board_read.naver?code=000660&nid=409754922&page=8', 'body': '', 'score': 1202}, {'title': '사상 최초 대한민국 코스피 4500 ...[5]', 'date': '2026.01.06 15:32', 'views': '161', 'likes': '26', 'dislikes': '8', 'link': '/item/board_read.naver?code=000660&nid=409751127&page=12', 'body': '', 'score': 941}, {'title': '이제 미장이라고 생각하고 주식해야함[5]', 'date': '2026.01.06 17:06', 'views': '659', 'likes': '25', 'dislikes': '1', 'link': '/item/board_read.naver?code=000660&nid=409758268&page=5', 'body': '', 'score': 1409}, {'title': '저렇게 잘하는 대통령안뽑고[6]', 'date': '2026.01.06 13:58', 'views': '151', 'likes': '25', 'dislikes': '5', 'link': '/item/board_read.naver?code=000660&nid=409738933&page=27', 'body': '', 'score': 901}, {'title': '5년 너무짧다. 잼통 50년 통치하길 청원합니...[3]', 'date': '2026.01.06 17:24', 'views': '126', 'likes': '22', 'dislikes': '12', 'link': '/item/board_read.naver?code=000660&nid=409759163&page=4', 'body': '', 'score': 786}, {'title': '애프터마켓에서 매도 하는 꼴 이라니~ ㅋㅋㅋ[5]', 'date': '2026.01.06 16:15', 'views': '431', 'likes': '21', 'dislikes': '2', 'link': '/item/board_read.naver?code=000660&nid=409755087&page=8', 'body': '', 'score': 1061}, {'title': '내일 종가는 74만닉스[2]', 'date': '2026.01.06 18:25', 'views': '164', 'likes': '20', 'dislikes': '0', 'link': '/item/board_read.naver?code=000660&nid=409762020&page=1', 'body': '', 'score': 764}, {'title': '성지가 된 내글[1]', 'date': '2026.01.06 16:36', 'views': '227', 'likes': '20', 'dislikes': '0', 'link': '/item/board_read.naver?code=000660&nid=409756509&page=7', 'body': '', 'score': 827}]"
KOSPI,034020,두산에너빌리티,85900,23.10%,83200,23.13%,+3.25%,595,외인 종가에 백만주 넘게 샀네 ㅎㅎㅎ[2] / 신한 하루종일 누르다 막판 10분에 상환 / 계약 소식[1] / 두산에너빌과 가스터빈 계약했던 美 기업은 '일...[2],Mixed,"오늘, 신한, ...",False,"[{'title': '신한 하루종일 누르다 막판 10분에 상환', 'date': '2026.01.06 16:02', 'views': '472', 'likes': '42', 'dislikes': '2', 'link': '/item/board_read.naver?code=034020&nid=409754079&page=5', 'body': '', 'score': 1732}, {'title': '외인 종가에 백만주 넘게 샀네 ㅎㅎㅎ[2]', 'date': '2026.01.06 15:41', 'views': '840', 'likes': '36', 'dislikes': '4', 'link': '/item/board_read.naver?code=034020&nid=409752100&page=5', 'body': '', 'score': 1920}, {'title': ""두산에너빌과 가스터빈 계약했던 美 기업은 '일...[2]"", 'date': '2026.01.06 16:28', 'views': '420', 'likes': '28', 'dislikes': '0', 'link': '/item/board_read.naver?code=034020&nid=409756027&page=4', 'body': '', 'score': 1260}, {'title': '공매의 마지막 발악일 뿐이다!! 매도 주체는 ...[2]', 'date': '2026.01.06 11:25', 'views': '327', 'likes': '24', 'dislikes': '2', 'link': '/item/board_read.naver?code=034020&nid=409721741&page=15', 'body': '', 'score': 1047}, {'title': '계약 소식[1]', 'date': '2026.01.06 14:01', 'views': '761', 'likes': '22', 'dislikes': '4', 'link': '/item/board_read.naver?code=034020&nid=409739268&page=9', 'body': '', 'score': 1421}, {'title': '일론 머스크의 xAI가 한국의 두산에너빌리티로부...', 'date': '2026.01.06 13:24', 'views': '458', 'likes': '20', 'dislikes': '1', 'link': '/item/board_read.naver?code=034020&nid=409734505&page=12', 'body': '', 'score': 1058}, {'title': '머스크가 직접  언급했네~', 'date': '2026.01.06 17:10', 'views': '220', 'likes': '19', 'dislikes': '2', 'link': '/item/board_read.naver?code=034020&nid=409758452&page=3', 'body': '', 'score': 790}, {'title': '오늘 최소 97400원은 돌파하겠지.[1]', 'date': '2026.01.06 08:43', 'views': '125', 'likes': '19', 'dislikes': '5', 'link': '/item/board_read.naver?code=034020&nid=409697895&page=27', 'body': '', 'score': 695}, {'title': '신한 70만주 한방에.. ㅋㅋㅋ[1]', 'date': '2026.01.06 15:23', 'views': '392', 'likes': '18', 'dislikes': '2', 'link': '/item/board_read.naver?code=034020&nid=409749975&page=6', 'body': '', 'score': 932}, {'title': '진짜 기가막힌 하루다..[1]', 'date': '2026.01.06 15:21', 'views': '324', 'likes': '18', 'dislikes': '2', 'link': '/item/board_read.naver?code=034020&nid=409749804&page=6', 'body': '', 'score': 864}]"
KOSDAQ,090710,휴림로봇,8500,9.40%,8270,9.36%,+2.78%,130,휴림로봇 대주주 250만주 장외 매각.....[1] / 휴림로봇 15만원간다는 소문나돈다.[2] / 솔직히 / 내일은 상한가 가봅세[1],Positive (71%),"오늘, 내일, 휴림로봇",False,"[{'title': '솔직히', 'date': '2026.01.06 12:57', 'views': '112', 'likes': '15', 'dislikes': '2', 'link': '/item/board_read.naver?code=090710&nid=409731872&page=4', 'body': '', 'score': 562}, {'title': '내일은 상한가 가봅세[1]', 'date': '2026.01.06 17:25', 'views': '114', 'likes': '13', 'dislikes': '5', 'link': '/item/board_read.naver?code=090710&nid=409759228&page=1', 'body': '', 'score': 504}, {'title': '내일 만원을 넘길 것이다', 'date': '2026.01.06 18:01', 'views': '88', 'likes': '12', 'dislikes': '3', 'link': '/item/board_read.naver?code=090710&nid=409761015&page=1', 'body': '', 'score': 448}, {'title': '오늘[2]', 'date': '2026.01.06 13:19', 'views': '121', 'likes': '12', 'dislikes': '4', 'link': '/item/board_read.naver?code=090710&nid=409734003&page=4', 'body': '', 'score': 481}, {'title': '오늘 상승 기대', 'date': '2026.01.06 08:19', 'views': '60', 'likes': '12', 'dislikes': '2', 'link': '/item/board_read.naver?code=090710&nid=409696222&page=7', 'body': '', 'score': 420}, {'title': '휴림로봇 15만원간다는 소문나돈다.[2]', 'date': '2026.01.06 09:48', 'views': '233', 'likes': '11', 'dislikes': '2', 'link': '/item/board_read.naver?code=090710&nid=409707727&page=6', 'body': '', 'score': 563}, {'title': 'NXT장을 보니 오늘 수급은~?', 'date': '2026.01.06 08:17', 'views': '79', 'likes': '11', 'dislikes': '2', 'link': '/item/board_read.naver?code=090710&nid=409696095&page=7', 'body': '', 'score': 409}, {'title': '로봇주 중  제일 싼 주식', 'date': '2026.01.06 08:22', 'views': '111', 'likes': '10', 'dislikes': '2', 'link': '/item/board_read.naver?code=090710&nid=409696451&page=7', 'body': '', 'score': 411}, {'title': '털고가려고 준비중', 'date': '2026.01.06 10:27', 'views': '107', 'likes': '9', 'dislikes': '1', 'link': '/item/board_read.naver?code=090710&nid=409713661&page=5', 'body': '', 'score': 377}, {'title': '휴림로봇 대주주 250만주 장외 매각.....[1]', 'date': '2026.01.06 09:01', 'views': '458', 'likes': '9', 'dislikes': '2', 'link': '/item/board_read.naver?code=090710&nid=409699319&page=6', 'body': '', 'score': 728}]"
